Age,Age_Group,Gender,Education Level,Marital Status,Income,Credit Score,Loan Amount,Loan Purpose,Employment Status,Years at Current Job,Payment History,Debt-to-Income Ratio,Assets Value,Number of Dependents,City,State,Country,Previous Defaults,Marital Status Change,Risk Rating,Income_K,Loan_Amount_K,Assets_Value_K,Debt_to_Income_Bin
43,41-50,Non-binary,Master's,Single,,670.0,45427.0,Personal,Unemployed,15,Fair,0.282093324567814,96848.0,0.0,New Marcuschester,ME,Cambodia,3.0,1,Medium,,45.427,96.848,0.2-0.3
20,<20,Non-binary,Bachelor's,Divorced,111149.0,,49108.0,Business,Self-employed,8,Excellent,0.195608527348006,21289.0,4.0,Meganland,OH,Suriname,2.0,1,Low,111.149,49.108,21.289,0.1-0.2
23,21-30,Male,PhD,Divorced,112057.0,,25242.0,Home,Employed,19,Excellent,0.53320175839663,249198.0,3.0,Burkeport,NV,Netherlands,2.0,2,Low,112.057,25.242,249.198,
49,41-50,Non-binary,PhD,Married,41698.0,720.0,32103.0,Personal,Employed,5,Excellent,0.171839385363452,,4.0,Valenciamouth,MS,Niger,0.0,1,Low,41.698,32.103,,0.1-0.2
23,21-30,Non-binary,Master's,Widowed,76049.0,799.0,7879.0,Auto,Employed,8,Excellent,0.278620978710456,280597.0,3.0,Port Jody,MD,Serbia,4.0,1,Low,76.049,7.879,280.597,0.2-0.3
26,21-30,Male,High School,Single,32770.0,707.0,42630.0,Auto,Unemployed,6,Poor,0.231359593643926,87512.0,4.0,South Shawn,MH,Eritrea,1.0,0,Medium,32.77,42.63,87.512,0.2-0.3
62,>50,Female,PhD,Married,44524.0,659.0,48687.0,Home,Employed,2,Excellent,0.534816633609574,,3.0,Palmerton,KY,Antarctica (the territory South of 60 deg S),3.0,1,Low,44.524,48.687,,
33,31-40,Male,Bachelor's,Single,74895.0,681.0,47271.0,Auto,Self-employed,9,Fair,0.201733351829767,60165.0,2.0,East Taylorchester,FM,Christmas Island,,0,Low,74.895,47.271,60.165,0.2-0.3
41,41-50,Non-binary,High School,Single,88354.0,733.0,17985.0,Personal,Employed,1,Excellent,0.117135614548155,33514.0,0.0,Cruzchester,RI,Bosnia and Herzegovina,1.0,0,Low,88.354,17.985,33.514,0.1-0.2
68,>50,Female,Bachelor's,Married,29088.0,,17501.0,Auto,Self-employed,6,Fair,0.350045211308555,289550.0,1.0,New Emilyview,OH,Montenegro,3.0,1,Low,29.088,17.501,289.55,0.3-0.4
43,41-50,Female,PhD,Widowed,55447.0,614.0,13330.0,Personal,Employed,10,Good,0.398712016220494,154124.0,,Cooperfurt,PW,Norway,2.0,0,Low,55.447,13.33,154.124,0.3-0.4
64,>50,Female,Bachelor's,Divorced,34988.0,716.0,21847.0,Personal,Employed,0,Good,0.132421714824474,163213.0,3.0,Sandrachester,AS,Egypt,2.0,2,Low,34.988,21.847,163.213,0.1-0.2
57,>50,Female,Master's,Divorced,86778.0,,49289.0,Business,Unemployed,2,Fair,0.270286878912957,226794.0,2.0,Wilsonbury,WI,Palau,4.0,2,Low,86.778,49.289,226.794,0.2-0.3
35,31-40,Non-binary,PhD,Widowed,34425.0,679.0,25431.0,Business,Unemployed,6,Poor,0.411886576407794,284837.0,,North Robert,SD,Turkey,2.0,0,Low,34.425,25.431,284.837,0.4-0.5
38,31-40,Male,High School,Widowed,35804.0,,14757.0,Auto,Self-employed,8,Excellent,0.143959065822528,186505.0,,West Ericton,VT,Zambia,3.0,0,Medium,35.804,14.757,186.505,0.1-0.2
50,41-50,Non-binary,PhD,Single,41200.0,741.0,18236.0,Personal,Self-employed,5,Good,0.587535555749325,,0.0,Williamsmouth,FM,Gabon,3.0,0,Low,41.2,18.236,,
28,21-30,Male,PhD,Widowed,,771.0,21660.0,Home,Unemployed,17,Excellent,0.211402120361091,192519.0,3.0,West Mariomouth,GA,Lithuania,1.0,2,Low,,21.66,192.519,0.2-0.3
37,31-40,Non-binary,Bachelor's,Widowed,83027.0,622.0,22143.0,Business,Self-employed,8,Fair,0.562423381111812,210540.0,,West Julia,MO,Sudan,,0,Medium,83.027,22.143,210.54,
54,>50,Non-binary,Master's,Single,,777.0,15410.0,Home,Unemployed,19,Fair,0.314785932179846,160109.0,4.0,West Hailey,KY,Canada,3.0,0,Low,,15.41,160.109,0.3-0.4
33,31-40,Male,High School,Widowed,106916.0,703.0,46904.0,Personal,Unemployed,19,Good,0.245849447548856,,3.0,Brandiburgh,AS,Saint Vincent and the Grenadines,3.0,2,Low,106.916,46.904,,0.2-0.3
18,<20,Non-binary,High School,Divorced,71312.0,,27778.0,Auto,Employed,14,Good,0.297193912150379,261598.0,0.0,Port Jeanneshire,AR,Kuwait,1.0,2,Low,71.312,27.778,261.598,0.2-0.3
48,41-50,Non-binary,High School,Widowed,47617.0,,41160.0,Business,Self-employed,4,Good,0.242741233869352,299489.0,0.0,Lindaberg,LA,Malta,1.0,2,Low,47.617,41.16,299.489,0.2-0.3
62,>50,Female,High School,Widowed,72955.0,607.0,,Home,Self-employed,9,Excellent,0.23350472826447,144129.0,,Douglasborough,HI,Botswana,0.0,0,Low,72.955,,144.129,0.2-0.3
35,31-40,Non-binary,Bachelor's,Widowed,,653.0,30905.0,Auto,Unemployed,11,Good,0.563274530293217,21712.0,2.0,Ruizside,HI,Christmas Island,1.0,1,Low,,30.905,21.712,
39,31-40,Non-binary,PhD,Divorced,104480.0,775.0,6119.0,Auto,Employed,3,Fair,0.512945858872354,242511.0,2.0,East Williamville,DC,Kiribati,2.0,1,Medium,104.48,6.119,242.511,
57,>50,Female,Master's,Married,62912.0,776.0,23898.0,Auto,Employed,18,Poor,0.174544035721897,73140.0,4.0,Lake Jessica,WA,French Southern Territories,3.0,0,Low,62.912,23.898,73.14,0.1-0.2
53,>50,Female,High School,Married,53000.0,629.0,38463.0,Home,Unemployed,3,Fair,0.55536198949085,181801.0,1.0,Adkinsmouth,AR,Gabon,,0,Medium,53.0,38.463,181.801,
38,31-40,Male,High School,Married,27717.0,629.0,27839.0,Personal,Employed,8,Excellent,0.561941881248541,49615.0,,New Kimberly,MO,Suriname,0.0,0,Low,27.717,27.839,49.615,
58,>50,Non-binary,High School,Divorced,72536.0,767.0,49487.0,Home,Unemployed,2,Fair,0.5667684457265,101128.0,2.0,Robbinsborough,VI,Cook Islands,,0,Medium,72.536,49.487,101.128,
55,>50,Male,Master's,Divorced,64828.0,789.0,42223.0,Personal,Self-employed,4,Excellent,0.241227782398878,86025.0,3.0,East Paulfort,UT,Tanzania,2.0,0,Medium,64.828,42.223,86.025,0.2-0.3
30,21-30,Female,High School,Divorced,38226.0,,37355.0,Personal,Unemployed,18,Good,0.286216555240815,25522.0,3.0,Erikport,MH,Samoa,2.0,0,Medium,38.226,37.355,25.522,0.2-0.3
27,21-30,Non-binary,Bachelor's,Married,77600.0,634.0,16332.0,Business,Employed,13,Good,0.577117302604039,115070.0,1.0,East Susanmouth,MA,Suriname,,1,Medium,77.6,16.332,115.07,
39,31-40,Male,PhD,Divorced,105997.0,651.0,21997.0,Home,Employed,7,Poor,0.357251494635828,193423.0,3.0,West Vanessa,KS,Finland,,1,Low,105.997,21.997,193.423,0.3-0.4
52,>50,Female,PhD,Widowed,32318.0,738.0,24042.0,Business,Self-employed,6,Fair,0.119636849887289,228259.0,0.0,Garciamouth,MS,British Virgin Islands,1.0,2,Low,32.318,24.042,228.259,0.1-0.2
25,21-30,Non-binary,Master's,Married,104731.0,,16674.0,Home,Employed,4,Fair,0.530576060798837,148097.0,1.0,Williebury,MN,Kazakhstan,1.0,1,Low,104.731,16.674,148.097,
31,31-40,Non-binary,High School,Married,27447.0,,48911.0,Personal,Self-employed,12,Excellent,0.587173495202951,221931.0,1.0,Donnafort,WV,Tunisia,,2,Medium,27.447,48.911,221.931,
26,21-30,Female,PhD,Divorced,101478.0,,29273.0,Personal,Unemployed,1,Good,0.537395668796105,27208.0,,North Jacqueline,MN,United Arab Emirates,3.0,2,Low,101.478,29.273,27.208,
46,41-50,Non-binary,Master's,Divorced,33156.0,774.0,38784.0,Business,Self-employed,10,Poor,0.135872007722864,,4.0,South Darrylhaven,WA,Peru,2.0,2,Low,33.156,38.784,,0.1-0.2
20,<20,Female,High School,Widowed,,,,Business,Unemployed,0,Good,0.140189027867049,46199.0,0.0,East Amy,ND,Chad,,0,High,,,46.199,0.1-0.2
21,21-30,Female,High School,Widowed,,,20458.0,Home,Self-employed,18,Fair,0.218245284208496,272478.0,1.0,Hernandeztown,ME,Senegal,1.0,1,High,,20.458,272.478,0.2-0.3
56,>50,Male,Master's,Divorced,110351.0,,,Auto,Self-employed,8,Fair,0.512899384945067,84595.0,,West Alexandriaton,AK,New Zealand,3.0,1,Medium,110.351,,84.595,
33,31-40,Male,Master's,Married,89833.0,625.0,15065.0,Home,Unemployed,10,Poor,0.205846083982074,177248.0,4.0,Josephville,MN,Ukraine,1.0,2,High,89.833,15.065,177.248,0.2-0.3
59,>50,Male,Master's,Single,95186.0,704.0,17705.0,Business,Unemployed,8,Fair,0.541979044627282,243505.0,3.0,Lisaland,IA,Hong Kong,1.0,0,Medium,95.186,17.705,243.505,
51,>50,Female,Bachelor's,Divorced,,706.0,37636.0,Home,Employed,1,Good,0.574803771257941,87559.0,0.0,Jerryhaven,PA,Afghanistan,3.0,1,Medium,,37.636,87.559,
50,41-50,Female,Master's,Married,69339.0,611.0,24500.0,Home,Unemployed,11,Poor,0.499842651067805,47620.0,2.0,Port Virginiaside,VA,Tokelau,0.0,1,Medium,69.339,24.5,47.62,0.4-0.5
65,>50,Non-binary,Master's,Single,73790.0,,46147.0,Business,Employed,15,Fair,0.323533999377514,53673.0,,Edwinstad,MN,Mozambique,0.0,0,Low,73.79,46.147,53.673,0.3-0.4
53,>50,Non-binary,Master's,Single,98731.0,746.0,10335.0,Home,Unemployed,1,Good,0.324386012148947,232793.0,4.0,Kyleborough,KY,Morocco,1.0,1,Low,98.731,10.335,232.793,0.3-0.4
66,>50,Non-binary,High School,Divorced,30273.0,795.0,47919.0,Personal,Employed,17,Poor,0.5014255776268,190375.0,0.0,East William,MO,Mongolia,4.0,0,Low,30.273,47.919,190.375,
63,>50,Male,Master's,Married,49665.0,674.0,10298.0,Business,Employed,7,Excellent,0.338376189010047,125549.0,0.0,South Nancychester,HI,British Indian Ocean Territory (Chagos Archipelago),3.0,2,High,49.665,10.298,125.549,0.3-0.4
31,31-40,Male,PhD,Single,53709.0,712.0,8961.0,Personal,Unemployed,11,Poor,0.377910241059882,46271.0,3.0,Cooleyville,MP,Singapore,0.0,2,Low,53.709,8.961,46.271,0.3-0.4
25,21-30,Non-binary,High School,Divorced,35839.0,,41437.0,Personal,Self-employed,0,Good,0.579058813869131,66106.0,,South Lindamouth,AZ,Denmark,4.0,1,Low,35.839,41.437,66.106,
51,>50,Male,PhD,Widowed,59137.0,699.0,,Personal,Unemployed,3,Good,0.117507815574312,164698.0,1.0,Cynthiachester,NM,British Virgin Islands,3.0,0,Medium,59.137,,164.698,0.1-0.2
42,41-50,Female,Bachelor's,Widowed,90784.0,624.0,29989.0,Business,Self-employed,6,Poor,0.424968814900122,101339.0,3.0,New Kevinbury,MT,Nepal,2.0,1,Medium,90.784,29.989,101.339,0.4-0.5
25,21-30,Male,Bachelor's,Married,81040.0,,49049.0,Business,Unemployed,0,Good,0.431968536990442,23663.0,1.0,Combsport,SC,Western Sahara,,2,Low,81.04,49.049,23.663,0.4-0.5
53,>50,Female,High School,Married,27282.0,632.0,32759.0,Personal,Unemployed,5,Good,0.233079994247385,40730.0,4.0,Smithmouth,VT,Israel,0.0,0,Low,27.282,32.759,40.73,0.2-0.3
28,21-30,Female,Master's,Widowed,85951.0,662.0,20685.0,Home,Employed,16,Excellent,0.313649938909732,176640.0,1.0,West Emilytown,PR,Netherlands Antilles,4.0,2,High,85.951,20.685,176.64,0.3-0.4
26,21-30,Female,High School,Divorced,71055.0,773.0,,Business,Employed,11,Excellent,0.341862820160663,76457.0,0.0,New Edwin,IL,Venezuela,3.0,1,High,71.055,,76.457,0.3-0.4
67,>50,Female,Bachelor's,Married,64162.0,634.0,9961.0,Auto,Self-employed,8,Excellent,0.349600707228075,264500.0,,Collinston,CA,Cook Islands,3.0,1,Medium,64.162,9.961,264.5,0.3-0.4
46,41-50,Male,High School,Widowed,61552.0,655.0,,Business,Self-employed,14,Poor,0.120261970028653,283575.0,1.0,Jonesborough,NV,Tanzania,0.0,2,Low,61.552,,283.575,0.1-0.2
48,41-50,Male,Bachelor's,Widowed,29542.0,627.0,29284.0,Auto,Self-employed,18,Excellent,0.348331913790168,227183.0,0.0,Wellsfort,IA,Western Sahara,1.0,1,High,29.542,29.284,227.183,0.3-0.4
34,31-40,Non-binary,Master's,Widowed,93191.0,653.0,11161.0,Business,Employed,17,Excellent,0.231760841751382,,1.0,Schultztown,NH,Gabon,4.0,1,Medium,93.191,11.161,,0.2-0.3
53,>50,Non-binary,Bachelor's,Single,115446.0,617.0,40503.0,Personal,Unemployed,10,Poor,0.398021336929876,125592.0,2.0,Taylorview,VA,Mozambique,2.0,2,Medium,115.446,40.503,125.592,0.3-0.4
43,41-50,Male,PhD,Widowed,55844.0,670.0,8814.0,Personal,Unemployed,16,Poor,0.408651748151496,,2.0,East Rebecca,ME,Maldives,4.0,2,Low,55.844,8.814,,0.4-0.5
54,>50,Male,Master's,Divorced,,,20868.0,Auto,Self-employed,13,Good,0.251147911685285,270697.0,4.0,West Josehaven,WI,Cocos (Keeling) Islands,2.0,2,Low,,20.868,270.697,0.2-0.3
52,>50,Non-binary,High School,Single,93719.0,,32151.0,Business,Self-employed,17,Good,0.229286692337905,33425.0,0.0,Dianehaven,VT,Bangladesh,3.0,2,Low,93.719,32.151,33.425,0.2-0.3
40,31-40,Male,PhD,Married,35324.0,779.0,,Auto,Employed,16,Poor,0.256549972536253,225093.0,1.0,New Aimeeport,MO,Afghanistan,0.0,0,Low,35.324,,225.093,0.2-0.3
46,41-50,Non-binary,Master's,Divorced,95877.0,779.0,,Personal,Unemployed,4,Good,0.118689212377537,152210.0,4.0,Lopezbury,AR,Martinique,4.0,1,Medium,95.877,,152.21,0.1-0.2
55,>50,Non-binary,Bachelor's,Divorced,,,9167.0,Personal,Unemployed,16,Fair,0.542123507045266,112332.0,4.0,East Jennifer,NM,Greenland,2.0,1,Low,,9.167,112.332,
47,41-50,Male,Bachelor's,Widowed,81690.0,793.0,42438.0,Auto,Unemployed,12,Excellent,0.176022183407332,119508.0,3.0,Lake Michelle,KS,Russian Federation,,0,Low,81.69,42.438,119.508,0.1-0.2
35,31-40,Non-binary,High School,Widowed,59433.0,670.0,40175.0,Personal,Self-employed,19,Fair,0.349198261023189,209448.0,0.0,East Brittanyside,NM,Grenada,0.0,0,Low,59.433,40.175,209.448,0.3-0.4
46,41-50,Male,High School,Widowed,33566.0,666.0,49211.0,Home,Unemployed,6,Fair,0.494238923357141,196864.0,0.0,Deniseburgh,CT,Saint Vincent and the Grenadines,3.0,1,Low,33.566,49.211,196.864,0.4-0.5
44,41-50,Female,High School,Widowed,52527.0,601.0,44676.0,Auto,Employed,14,Good,0.460466953815859,259796.0,,Robinsonchester,WY,Venezuela,1.0,1,Medium,52.527,44.676,259.796,0.4-0.5
47,41-50,Female,Bachelor's,Divorced,37522.0,603.0,31646.0,Home,Self-employed,15,Fair,0.18840437911626,171012.0,,North Theresa,KY,Myanmar,,0,Low,37.522,31.646,171.012,0.1-0.2
64,>50,Male,Master's,Single,60733.0,742.0,42313.0,Auto,Self-employed,0,Good,0.249456949112655,55918.0,0.0,Hoffmanstad,MD,Afghanistan,4.0,0,Low,60.733,42.313,55.918,0.2-0.3
57,>50,Female,Master's,Divorced,36565.0,782.0,43673.0,Personal,Employed,10,Good,0.405815047545686,127216.0,,Gomezhaven,AL,Angola,2.0,0,Medium,36.565,43.673,127.216,0.4-0.5
30,21-30,Male,Master's,Widowed,30687.0,735.0,29432.0,Personal,Employed,11,Excellent,0.540070726283853,21664.0,4.0,South Nicolas,FL,Sri Lanka,4.0,2,High,30.687,29.432,21.664,
29,21-30,Female,High School,Married,105476.0,756.0,40166.0,Auto,Self-employed,19,Good,0.583070366521137,255729.0,1.0,New Alishashire,WA,Turkey,4.0,0,Low,105.476,40.166,255.729,
19,<20,Non-binary,High School,Widowed,82245.0,758.0,39825.0,Auto,Unemployed,12,Fair,0.313013926848463,40047.0,3.0,Randallfort,MO,Falkland Islands (Malvinas),2.0,2,Low,82.245,39.825,40.047,0.3-0.4
53,>50,Female,PhD,Widowed,114319.0,775.0,13800.0,Personal,Unemployed,6,Good,0.136476869791571,,3.0,Garciaton,SD,Uzbekistan,1.0,0,Medium,114.319,13.8,,0.1-0.2
68,>50,Male,PhD,Single,108627.0,759.0,15764.0,Home,Self-employed,18,Excellent,0.185704295155483,181989.0,3.0,Williamside,MH,Costa Rica,,0,Low,108.627,15.764,181.989,0.1-0.2
69,>50,Non-binary,Master's,Married,26584.0,671.0,34965.0,Business,Self-employed,2,Good,0.495338275719552,176295.0,3.0,South Shellytown,NJ,Slovenia,,2,Low,26.584,34.965,176.295,0.4-0.5
56,>50,Male,Bachelor's,Divorced,104166.0,663.0,37523.0,Home,Self-employed,14,Good,0.362168253069659,244472.0,4.0,South Cassandra,FL,Ghana,2.0,2,Low,104.166,37.523,244.472,0.3-0.4
45,41-50,Non-binary,High School,Divorced,,690.0,6508.0,Business,Employed,13,Excellent,0.145018541209075,226320.0,2.0,North Codyport,WI,Grenada,1.0,0,Medium,,6.508,226.32,0.1-0.2
69,>50,Female,Master's,Divorced,102963.0,760.0,42428.0,Home,Employed,5,Fair,0.366329743887865,,0.0,Whitakerhaven,AK,Togo,2.0,1,Low,102.963,42.428,,0.3-0.4
69,>50,Male,Bachelor's,Divorced,81248.0,697.0,32192.0,Personal,Unemployed,15,Good,0.143759406200671,44435.0,1.0,Sierrabury,PW,Slovakia (Slovak Republic),2.0,2,Low,81.248,32.192,44.435,0.1-0.2
48,41-50,Non-binary,Master's,Widowed,,734.0,46913.0,Auto,Self-employed,8,Excellent,0.469114813925266,125175.0,0.0,Port Richard,CT,Morocco,0.0,0,Medium,,46.913,125.175,0.4-0.5
31,31-40,Non-binary,Bachelor's,Single,70711.0,732.0,30552.0,Business,Employed,18,Excellent,0.586522221091895,235495.0,2.0,New Scottland,MT,Zambia,0.0,1,High,70.711,30.552,235.495,
29,21-30,Female,Master's,Widowed,67301.0,606.0,43855.0,Home,Self-employed,16,Good,0.436407948504543,146336.0,3.0,Carlosmouth,PW,Papua New Guinea,,2,Medium,67.301,43.855,146.336,0.4-0.5
49,41-50,Female,PhD,Single,,680.0,45676.0,Auto,Self-employed,3,Excellent,0.489453656504898,202768.0,0.0,East Ann,NY,Gabon,4.0,2,Medium,,45.676,202.768,0.4-0.5
43,41-50,Male,Bachelor's,Married,,645.0,,Auto,Self-employed,7,Good,0.300161811422313,231857.0,2.0,Mccoyshire,WI,French Southern Territories,2.0,1,Low,,,231.857,0.3-0.4
60,>50,Male,Master's,Widowed,71730.0,752.0,46161.0,Auto,Employed,7,Good,0.360322419432128,130256.0,,Edwardside,OR,Belarus,0.0,2,Low,71.73,46.161,130.256,0.3-0.4
67,>50,Non-binary,Bachelor's,Single,115887.0,,44073.0,Home,Unemployed,12,Excellent,0.589210537147133,80145.0,0.0,East Louis,GU,Trinidad and Tobago,0.0,1,Low,115.887,44.073,80.145,
29,21-30,Female,High School,Married,42499.0,753.0,7158.0,Personal,Employed,11,Excellent,0.136828544022032,,1.0,Palmerbury,DE,Bhutan,1.0,0,Medium,42.499,7.158,,0.1-0.2
34,31-40,Female,PhD,Widowed,50383.0,656.0,35210.0,Auto,Employed,3,Poor,0.385059500524113,118420.0,4.0,North Maryberg,MA,Gibraltar,2.0,0,Low,50.383,35.21,118.42,0.3-0.4
29,21-30,Male,Master's,Married,88273.0,671.0,48226.0,Personal,Employed,10,Excellent,0.147428773056989,165161.0,4.0,East Raymond,TN,Benin,0.0,1,Medium,88.273,48.226,165.161,0.1-0.2
42,41-50,Female,Bachelor's,Widowed,50268.0,,,Home,Employed,7,Poor,0.577666800217892,,4.0,Nicholsshire,MH,Kazakhstan,4.0,1,Low,50.268,,,
25,21-30,Female,Master's,Divorced,48380.0,,41872.0,Auto,Self-employed,13,Poor,0.444708445580343,163903.0,,Connorview,VA,China,,0,Low,48.38,41.872,163.903,0.4-0.5
25,21-30,Non-binary,Bachelor's,Divorced,107681.0,777.0,,Business,Unemployed,8,Excellent,0.376530367002801,37630.0,4.0,New Debbie,CA,Canada,,1,Low,107.681,,37.63,0.3-0.4
32,31-40,Female,High School,Divorced,45465.0,697.0,27355.0,Personal,Employed,10,Fair,0.164365555844047,281977.0,4.0,North Julieview,MI,Falkland Islands (Malvinas),,2,Low,45.465,27.355,281.977,0.1-0.2
23,21-30,Non-binary,Master's,Married,92161.0,751.0,24898.0,Personal,Employed,3,Good,0.199952922671803,182805.0,2.0,South Philip,SD,Mauritius,2.0,0,Medium,92.161,24.898,182.805,0.1-0.2
25,21-30,Male,Bachelor's,Divorced,49485.0,668.0,28254.0,Auto,Unemployed,9,Good,0.442864382294479,,3.0,South Bobby,NY,China,1.0,2,Low,49.485,28.254,,0.4-0.5
59,>50,Male,Master's,Single,,,7689.0,Business,Self-employed,0,Excellent,0.505365860076053,216822.0,,Rodriguezland,MI,Pakistan,3.0,0,Medium,,7.689,216.822,
57,>50,Male,Master's,Married,,779.0,33786.0,Home,Employed,14,Good,0.219227493525743,274575.0,,North Ryanstad,OH,Congo,4.0,2,High,,33.786,274.575,0.2-0.3
20,<20,Male,High School,Single,24015.0,639.0,47780.0,Personal,Employed,10,Good,0.325109056105166,81356.0,4.0,Patrickmouth,WY,Northern Mariana Islands,1.0,0,Medium,24.015,47.78,81.356,0.3-0.4
35,31-40,Male,Master's,Widowed,20059.0,657.0,47542.0,Auto,Employed,1,Excellent,0.471863227511437,265108.0,1.0,Lewisport,TX,Macao,0.0,0,Low,20.059,47.542,265.108,0.4-0.5
60,>50,Male,Bachelor's,Divorced,37279.0,797.0,7681.0,Home,Unemployed,8,Excellent,0.498823955021924,225246.0,3.0,Christinastad,SD,Bosnia and Herzegovina,3.0,2,Low,37.279,7.681,225.246,0.4-0.5
34,31-40,Non-binary,Bachelor's,Married,87695.0,686.0,9777.0,Auto,Unemployed,4,Excellent,0.234531275905169,114918.0,2.0,Christopherton,IA,Cote d'Ivoire,,1,Low,87.695,9.777,114.918,0.2-0.3
45,41-50,Non-binary,Master's,Widowed,107856.0,632.0,40334.0,Personal,Self-employed,4,Good,0.132443397690565,79735.0,2.0,Danielton,CA,Romania,2.0,0,Low,107.856,40.334,79.735,0.1-0.2
46,41-50,Male,Master's,Divorced,48548.0,717.0,13312.0,Home,Unemployed,14,Excellent,0.591444165319805,271567.0,1.0,Stephenland,MP,Chad,4.0,1,Low,48.548,13.312,271.567,
21,21-30,Male,High School,Divorced,108731.0,641.0,35164.0,Auto,Unemployed,14,Fair,0.174759717706513,,0.0,Ericksonport,MP,Peru,3.0,0,Low,108.731,35.164,,0.1-0.2
27,21-30,Female,Bachelor's,Widowed,34328.0,655.0,,Personal,Unemployed,14,Good,0.347515327735934,,,South Alexiston,ME,Korea,,1,Medium,34.328,,,0.3-0.4
22,21-30,Male,Bachelor's,Widowed,96970.0,694.0,36027.0,Auto,Employed,3,Fair,0.518733937129932,277897.0,2.0,North Tracyland,LA,Pitcairn Islands,0.0,0,Low,96.97,36.027,277.897,
52,>50,Non-binary,Bachelor's,Widowed,98412.0,655.0,29587.0,Personal,Employed,18,Good,0.582893410819141,281508.0,2.0,Carrollview,MP,Faroe Islands,0.0,1,Low,98.412,29.587,281.508,
57,>50,Male,Bachelor's,Married,44204.0,731.0,46437.0,Auto,Employed,3,Good,0.470086910094242,171263.0,0.0,Pacestad,IA,Venezuela,1.0,0,High,44.204,46.437,171.263,0.4-0.5
68,>50,Male,High School,Single,86169.0,793.0,,Business,Self-employed,14,Excellent,0.188998953182924,272468.0,1.0,Port Rebecca,MA,Djibouti,0.0,2,Low,86.169,,272.468,0.1-0.2
31,31-40,Non-binary,High School,Divorced,,634.0,42817.0,Home,Unemployed,17,Good,0.216674924737982,132636.0,2.0,Lake Richardbury,RI,Botswana,4.0,2,Low,,42.817,132.636,0.2-0.3
61,>50,Non-binary,PhD,Married,61850.0,695.0,27303.0,Auto,Employed,10,Excellent,0.385284655376608,226492.0,0.0,Ortizville,IA,Sweden,0.0,2,Low,61.85,27.303,226.492,0.3-0.4
26,21-30,Male,Bachelor's,Married,,,,Auto,Self-employed,13,Fair,0.183100283683153,162391.0,,West Erica,ID,Georgia,4.0,1,Low,,,162.391,0.1-0.2
18,<20,Female,Master's,Married,101924.0,,7023.0,Business,Unemployed,18,Fair,0.385966040595868,,,Kelleyside,OH,Central African Republic,4.0,0,Low,101.924,7.023,,0.3-0.4
37,31-40,Male,Master's,Widowed,94873.0,740.0,6752.0,Business,Self-employed,9,Excellent,0.535058093886148,291812.0,,Lake Tonyafurt,WY,Italy,2.0,0,Medium,94.873,6.752,291.812,
49,41-50,Female,Bachelor's,Divorced,47192.0,,29630.0,Personal,Self-employed,6,Fair,0.219758171723674,54887.0,4.0,Port John,PR,French Polynesia,4.0,1,Low,47.192,29.63,54.887,0.2-0.3
64,>50,Female,Master's,Divorced,54052.0,686.0,42204.0,Business,Employed,19,Excellent,0.578261529613251,195590.0,0.0,West Benjamin,FM,Korea,4.0,2,Low,54.052,42.204,195.59,
52,>50,Female,Master's,Single,35852.0,752.0,8539.0,Business,Unemployed,1,Poor,0.392611893014357,90940.0,4.0,Lake Michaelberg,KS,Andorra,0.0,0,Low,35.852,8.539,90.94,0.3-0.4
37,31-40,Male,PhD,Widowed,55607.0,686.0,23689.0,Personal,Employed,5,Poor,0.154094538378253,280921.0,1.0,North Thomasfort,OK,Tokelau,3.0,0,Low,55.607,23.689,280.921,0.1-0.2
63,>50,Male,High School,Divorced,109761.0,663.0,31043.0,Business,Employed,8,Fair,0.200808077180064,,4.0,Jasminechester,KS,Eritrea,,1,Medium,109.761,31.043,,0.2-0.3
49,41-50,Male,Bachelor's,Widowed,71603.0,,8093.0,Business,Unemployed,17,Good,0.176260564023922,156826.0,4.0,Morgantown,TX,Bosnia and Herzegovina,,2,Low,71.603,8.093,156.826,0.1-0.2
37,31-40,Female,PhD,Divorced,98723.0,692.0,12353.0,Business,Self-employed,19,Poor,0.324238249245985,292433.0,0.0,Churchborough,MT,Taiwan,0.0,0,Medium,98.723,12.353,292.433,0.3-0.4
30,21-30,Male,Bachelor's,Divorced,94916.0,733.0,19515.0,Personal,Employed,16,Excellent,0.340507246853934,119791.0,1.0,North Brian,AL,Singapore,3.0,2,Medium,94.916,19.515,119.791,0.3-0.4
65,>50,Non-binary,High School,Divorced,116784.0,757.0,29568.0,Personal,Employed,16,Excellent,0.119672067503625,151504.0,,Samanthaberg,UT,United Arab Emirates,1.0,1,Low,116.784,29.568,151.504,0.1-0.2
38,31-40,Female,PhD,Married,22175.0,,26424.0,Auto,Unemployed,3,Poor,0.404587304099229,244316.0,4.0,Ryanborough,ND,British Indian Ocean Territory (Chagos Archipelago),,1,Low,22.175,26.424,244.316,0.4-0.5
46,41-50,Non-binary,High School,Divorced,45801.0,721.0,30788.0,Business,Self-employed,16,Excellent,0.517120101042177,28141.0,,Markhaven,GA,Tunisia,1.0,1,Low,45.801,30.788,28.141,
69,>50,Non-binary,Bachelor's,Widowed,20858.0,608.0,36985.0,Home,Employed,3,Good,0.43809068260825,94108.0,4.0,South Stacey,AK,Zimbabwe,,1,Low,20.858,36.985,94.108,0.4-0.5
